x1,x2,x3,y
-1.254598811526375,1.4203164615428774,-3.968761311640674,-13.539989840972458
4.507143064099161,-4.158600350049512,4.0255290667956665,46.35500049505448
2.3199394181140507,-3.3837128590538623,0.05252372447857123,23.723278150455045
0.986584841970366,3.985541885270793,3.2645746610774165,15.97648475484043
-3.439813595575635,1.0642905965958995,-1.7995039896938825,-10.7533365493886
-3.4400547966379733,-4.908029483833704,3.9552322849620047,22.92106793242381
-4.419163878318005,-3.9852845713396787,-1.107983212658369,4.2105949229246455
3.6617614577493516,1.6350176910805576,-4.891623485197016,-1.7807178457576671
1.0111501174320878,-4.949384161537813,4.053819764192637,37.74804671615727
2.0807257779604544,-3.3919194858250137,-4.087133232138664,7.105443198445177
-4.7941550570419755,0.48733789366586144,-1.8068636240958513,-12.809251554222714
4.699098521619943,1.918951976926932,4.5006196705080495,37.81993109397172
3.324426408004218,1.5196125950260058,4.506071469375561,36.18667331154974
-2.8766088932172384,-2.757306905394402,0.7343788812328613,11.337318076163143
-3.181750327928994,2.1217922134753584,1.3183721216979922,0.4236507808332153
-3.165954901465662,-2.6275091250319993,-0.5155447802168025,2.5433379435104433
-1.9575775704046228,-1.7460030184073227,-2.0678922830193547,-1.2023992007799287
0.24756431632237863,2.4649140511802416,-1.7133545463008404,-5.644395668067879
-0.6805498135788426,1.496328990472147,1.7251845607703844,8.836048697003612
-2.0877085980195806,3.4922341049417795,2.5237452943768,9.58113570845395
1.118528947223795,1.5761289230034334,2.915790437258485,25.156426171701025
-3.6050613934795814,0.6830860333547157,2.896181427945539,8.905297385521223
-2.0785535146478185,-4.063252321719075,-4.087938969513097,-3.3077978524461598
-1.336381567063083,-1.3228419694056646,-0.05579695297418574,9.035851734812411
-0.43930015782964027,-2.3479763231827455,-4.424412399833557,1.8381641904528188
2.8517596139301364,-2.5601035662091642,0.4952888232373551,27.89579109002731
-3.003262178416403,4.730105547524456,-0.5846949862662303,-11.064612758324575
0.14234438413611628,-1.069022753332396,3.877041827582998,26.16216508820428
0.9241456886204249,3.9204655517711338,-1.4908498744792134,-4.24478617611299
-4.5354958728000225,1.311386259972629,-3.829329835723941,-21.139652209506643
1.0754485190143832,2.948113035416484,-3.5700831794716414,-8.462914722244992
-3.294758763127085,0.0263709310519209,2.615106317174723,7.678899698018446
-4.349484070147205,0.7690388462635909,1.182180633162611,-1.1509531388034044
4.488855372533333,-0.07482306181136078,-3.9887732387720973,5.498023278905542
4.656320330745594,-3.047570122019555,-4.158931938850026,16.802656751020912
3.0839734811646107,2.2245211526150532,2.0096913145911994,24.604922910527424
-1.9538623082662934,-2.192276375591442,-4.272369936358064,-8.58245920168149
-4.023278859936161,-4.756840335685462,3.218600592903563,23.278134740956745
1.8423302651215687,1.4547229590716784,2.0624222715649623,21.021970578776433
-0.5984750626039865,-3.2288932059295106,-4.186512193581002,-3.8062559529334763
-3.7796176515522117,4.4045858435291425,-4.15162285914808,-23.708267923767927
-0.048230898887298146,4.539285770025874,4.866395785011754,21.32013899070269
-4.656114788847816,4.148643902204485,-1.257292042438797,-19.36929264936052
4.093204020787821,-1.2984129974455563,-1.293578529331091,19.321446583762995
-2.412200183999831,-4.845433834711326,3.1279956725750253,23.215013300953743
1.6252228435398202,4.283185625877254,4.472485773838587,21.433640912290628
-1.8828892391058902,-0.7181585168268567,4.860010638228708,27.080046964314157
0.20068021177810813,4.666548190436696,2.5337818525894162,15.222904945758858
0.4671027934327965,4.636199770892528,-1.2374041446908421,-5.617842887888319
-3.1514554447447294,3.5300945546736013,-4.164992833013312,-22.0485883022535
4.695846277645586,-2.055511079304143,2.7714691592743677,37.98315249039886
2.7513282336111455,-1.1490227139807474,0.58404249735805,21.91394935069774
4.394989415641891,3.5113667151685686,-0.7577799075302369,11.946327337989851
3.9482735042764876,-1.8307799484372236,4.06354385094736,40.032574274133715
0.9789997881108512,-3.305072533139075,-3.888025176938487,4.09208697874641
4.218742350231167,0.5680126245835018,-0.07374895709140894,19.563305740338784
-4.115074979480805,4.36154774160781,-4.886463552325809,-30.073260979401596
-3.040171375808548,1.9602979667497298,-0.3133935800587375,-4.395160600058327
-4.54772711089462,0.7006117008936492,-4.436967243181627,-23.270169800930486
-1.7466966923673564,-4.028235062292315,-3.8118208373192806,-4.246030625877758
-1.1132271031051797,1.1500722669916978,-3.8247375322289514,-12.092318633351407
-2.286509682261041,4.900538501042632,1.492103021160636,0.8185884874256684
3.2873750915192943,-3.59915984763476,2.4604487926542333,37.9040745156931
-1.432466733064107,0.1832965236373676,0.833687650971596,6.715646867822226
-2.1906549031261924,3.7737307192795537,4.6217254847454186,14.566140401902441
0.4269608315824849,2.407686177542044,-1.2512942047629592,2.963107567355107
-3.5907577502523735,1.9701574099526802,-2.1428791371813927,-16.622915181630795
3.0219698075403976,2.024840839871093,3.6859912818946032,30.84691325521729
-4.254493563202292,-1.4050884878024483,-2.764041614805474,-12.334717691115568
4.868869366005173,-2.0640815573550664,4.632225394406113,48.40487012753642
2.7224476929665737,3.093611554785136,-4.878455253101837,-9.060219356162932
-3.012843184658276,3.1011339467918084,4.69878826707639,9.944591419418078
-4.944778828763976,3.6707231858010374,-4.568400880494239,-33.70447125563729
3.154614284548341,4.132405525564714,3.9114311369807115,26.940926243761204
2.0685734384761716,0.11342398860937841,0.2770110908629988,17.606361705104717
2.2900716804098735,0.015162946871996041,4.9296479611930035,34.74984774204883
2.712703466859457,2.9829517896677515,-4.262034352646012,-3.598745671786431
-4.259553482659096,1.4996393077776515,0.5385428440132074,-6.946807812017681
-1.4153427145572737,2.0196687725770337,4.69302535619099,20.354576138643438
-3.841309404748703,2.95792669436101,0.23097844170148818,-8.937900235687088
3.6310342587559354,3.9000534181756628,1.2939863813526253,16.965269249722663
1.2329812682755792,-1.620048431484642,1.9574868898461713,24.863785569813533
-1.6910197514735081,-1.24417047360056,-0.4545893523222677,3.8760975529236203
-4.364416497139763,-4.06018060159131,1.2755808008406344,9.360323826666217
-1.890176782843378,0.7828014099617402,0.8431431192310024,8.149024926899276
-1.7481667797325295,-4.640577262032579,4.011580104909889,28.92919086546083
