x1,x2,y
0.43404941790965434,-3.103264710878504,-7.478503534227977
-2.2163061490620386,-0.8922932697468999,5.004420662103702
-0.7548240925086693,0.9468006890170546,11.05453725087122
3.447761323199037,2.165860931283399,10.451084510914953
-4.952811438090274,-0.13108517630876548,15.059969316323317
-3.784308792168858,-1.9041018223329544,3.0824846831083312
1.7074908472677865,0.7744137282784731,7.633546815707763
3.258527551050477,-0.582921804312571,-3.6371828633112377
-3.63293410315047,-1.4032189739946377,9.500884242292948
0.7509332942724996,-1.7866806799118642,-1.5811633905038138
3.91321954312264,-2.9179275980397734,-19.95439106581668
-2.907978778828104,-0.4874137593816563,9.682547485281578
-3.146717804499249,-0.08157089735946066,12.557530316849082
-3.916231095357449,3.9907631479371126,37.21943911113028
-2.8030250737500784,2.2936046102944116,22.820365389515615
4.786237847073696,2.7008977291969547,10.382133336058185
3.116831490893233,-1.2456075243801177,-3.1667857266590747
-3.280589872674058,-1.5626046476461566,8.06809445526747
3.1622474872583997,1.550352059993224,9.831634336168873
-2.259262529583008,2.1103799321049754,19.502615098462275
-0.6829581633687827,-3.8646242478132375,-7.9125893765732656
4.400298196223746,-3.6697131062642496,-20.509088559067006
3.1764937877672743,-0.43960942393876046,-2.3033294304602236
-1.6388804987910133,-3.4026376984148987,-5.814729073169101
-3.2458954625766334,4.616419037746457,39.4847290353611
-1.271679537100768,3.3761574486180983,26.907160093042922
-4.943114926474266,0.20160687037923264,17.818930863650216
-2.475736465551596,-2.817277422718456,-0.4718481226788023
2.956625084732874,-3.6508127746760124,-12.568575105334624
-4.84745028753661,4.790703454838688,38.76921296314914
0.9884337692849288,2.0704349568914315,15.598952402971658
1.038045390428536,3.599755569456631,28.00155113264901
-3.9485231458794368,-1.1282737217136098,10.062874514041537
-1.1805655505688994,-2.4916598016827516,-6.866836681915117
-4.635239434074311,-2.005619810552978,8.797283879113522
3.904115634420757,3.5689552840501566,16.145368623796116
4.809208570123115,-0.27016009431778976,-6.509853689686145
-4.400580111819627,1.6327704701612822,25.236014910836573
3.9054594472850415,3.057286074367852,13.878640135084522
0.7690149940003286,-2.4701949535027588,-7.693584598708815
2.4247968909797732,-4.204265610296751,-19.944202687067953
1.3018393647537607,2.3276060501571516,17.680600324611202
0.8184219239877786,4.613974775036056,28.48341383375381
-4.795608679730768,4.538047341676627,42.31652632455318
-2.899734223271394,-0.0950094811610036,13.06364334208524
0.4468487817864748,1.3219206443275509,11.754641333727024
2.6911517110565164,2.3299501983799233,15.352113055829253
