x,y
-5.0,92.74014245903369
-4.949748743718593,87.28501167735024
-4.899497487437186,86.2019525634302
-4.849246231155779,85.49427047136247
-4.798994974874372,76.99417847761559
-4.748743718592965,73.86881970365842
-4.698492462311558,76.28458415780335
-4.648241206030151,70.9240954550971
-4.597989949748744,64.38536970584515
-4.547738693467337,64.68867461469185
-4.49748743718593,59.03120539921611
-4.447236180904523,56.47607629780654
-4.396984924623116,56.14040161947755
-4.346733668341709,47.30348292526601
-4.296482412060302,45.583074431702926
-4.2462311557788945,46.86931919895466
-4.1959798994974875,43.39806440697845
-4.1457286432160805,45.33988877192133
-4.0954773869346734,39.712085844101765
-4.045226130653266,36.314908183637364
-3.9949748743718594,43.13932272645091
-3.9447236180904524,36.32876492449749
-3.8944723618090453,35.543838844227615
-3.8442211055276383,29.471914161919507
-3.7939698492462313,30.58597857636851
-3.7437185929648242,31.09126390479022
-3.693467336683417,25.90964232733227
-3.64321608040201,29.156976123231793
-3.592964824120603,24.9567500026714
-3.542713567839196,24.672305098444284
-3.492462311557789,22.589352697766714
-3.442211055276382,28.855207190463595
-3.391959798994975,22.217061350217964
-3.341708542713568,18.097365643779554
-3.291457286432161,22.80334669014562
-3.241206030150754,15.789184106883301
-3.190954773869347,19.243638351886048
-3.14070351758794,11.951257304311978
-3.090452261306533,13.105393793774027
-3.040201005025126,16.985278989012983
-2.9899497487437183,17.95851072427159
-2.9396984924623113,15.647935542749071
-2.8894472361809043,14.21855959353826
-2.8391959798994972,13.133489501250336
-2.78894472361809,9.110839913729311
-2.738693467336683,10.9334928142112
-2.688442211055276,11.293466411627596
-2.638190954773869,15.463586256166211
-2.587939698492462,12.973151068996577
-2.537688442211055,6.335270693197707
-2.487437185929648,12.309553293657146
-2.437185929648241,9.924595333127355
-2.386934673366834,8.820081185148606
-2.336683417085427,12.484197311681244
-2.28643216080402,13.566674908301373
-2.236180904522613,13.117099984085858
-2.185929648241206,7.679172851513479
-2.135678391959799,9.165662079389215
-2.0854271356783918,11.005415125574666
-2.0351758793969847,12.877399887699552
-1.9849246231155777,8.47217609474561
-1.9346733668341707,9.330449748198058
-1.8844221105527637,6.563960499562395
-1.8341708542713566,6.306730836281694
-1.7839195979899496,12.36121404081649
-1.7336683417085426,14.03561550178363
-1.6834170854271355,9.8081876348
-1.6331658291457285,13.105312145970395
-1.5829145728643215,11.262417342270322
-1.5326633165829144,8.336392037566617
